Mode of Travel,Origin Zone ID,Origin Zone Name,Origin Zone Is Pass-Through,Origin Zone Direction (degrees),Origin Zone is Bi-Direction,Origin Zone Source,Destination Zone ID,Destination Zone Name,Destination Zone Is Pass-Through,Destination Zone Direction (degrees),Destination Zone is Bi-Direction,Destination Zone Source,Day Type,Day Part,Average Daily O-D Traffic (StL Index),Average Daily Origin Zone Traffic (StL Index),Average Daily Destination Zone Traffic (StL Index),Avg Travel Time (sec)
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644021',no,N/A,no,Census Block Group,9:  Su (Su-Su),14:  HR13 (1pm-2pm),18,56,N/A,2068
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644021',no,N/A,no,Census Block Group,9:  Su (Su-Su),16:  HR15 (3pm-4pm),13,33,N/A,490
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644021',no,N/A,no,Census Block Group,9:  Su (Su-Su),18:  HR17 (5pm-6pm),11,74,N/A,2208
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644022',no,N/A,no,Census Block Group,0: All Days (M-Su),00: All Day (12am-12am),11,238,N/A,894
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644022',no,N/A,no,Census Block Group,0: All Days (M-Su),08:  HR07 (7am-8am),4,4,N/A,867
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644022',no,N/A,no,Census Block Group,0: All Days (M-Su),10:  HR09 (9am-10am),1,10,N/A,2141
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644022',no,N/A,no,Census Block Group,0: All Days (M-Su),14:  HR13 (1pm-2pm),2,24,N/A,465
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644022',no,N/A,no,Census Block Group,0: All Days (M-Su),15:  HR14 (2pm-3pm),2,35,N/A,502
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644022',no,N/A,no,Census Block Group,0: All Days (M-Su),21:  HR20 (8pm-9pm),1,4,N/A,495
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644022',no,N/A,no,Census Block Group,1:  Mo (M-M),00: All Day (12am-12am),11,123,N/A,2141
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644022',no,N/A,no,Census Block Group,1:  Mo (M-M),10:  HR09 (9am-10am),11,11,N/A,2141
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644022',no,N/A,no,Census Block Group,3:  Weekday_TuWeTh (Tu-Th),00: All Day (12am-12am),19,194,N/A,621
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644022',no,N/A,no,Census Block Group,3:  Weekday_TuWeTh (Tu-Th),08:  HR07 (7am-8am),11,11,N/A,867
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644022',no,N/A,no,Census Block Group,3:  Weekday_TuWeTh (Tu-Th),15:  HR14 (2pm-3pm),4,24,N/A,502
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644022',no,N/A,no,Census Block Group,3:  Weekday_TuWeTh (Tu-Th),21:  HR20 (8pm-9pm),4,4,N/A,495
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644022',no,N/A,no,Census Block Group,5:  Th (Th-Th),00: All Day (12am-12am),56,175,N/A,621
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644022',no,N/A,no,Census Block Group,5:  Th (Th-Th),08:  HR07 (7am-8am),32,32,N/A,867
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644022',no,N/A,no,Census Block Group,5:  Th (Th-Th),15:  HR14 (2pm-3pm),13,13,N/A,502
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644022',no,N/A,no,Census Block Group,5:  Th (Th-Th),21:  HR20 (8pm-9pm),11,11,N/A,495
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644022',no,N/A,no,Census Block Group,6:  Fr (F-F),00: All Day (12am-12am),12,315,N/A,465
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644022',no,N/A,no,Census Block Group,6:  Fr (F-F),14:  HR13 (1pm-2pm),12,19,N/A,465
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644023',no,N/A,no,Census Block Group,0: All Days (M-Su),00: All Day (12am-12am),3,238,N/A,348
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644023',no,N/A,no,Census Block Group,0: All Days (M-Su),12:  HR11 (11am-12noon),1,8,N/A,517
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644023',no,N/A,no,Census Block Group,0: All Days (M-Su),19:  HR18 (6pm-7pm),2,15,N/A,180
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644023',no,N/A,no,Census Block Group,2:  Tu (Tu-Tu),00: All Day (12am-12am),8,132,N/A,517
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644023',no,N/A,no,Census Block Group,2:  Tu (Tu-Tu),12:  HR11 (11am-12noon),8,8,N/A,517
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644023',no,N/A,no,Census Block Group,3:  Weekday_TuWeTh (Tu-Th),00: All Day (12am-12am),3,194,N/A,517
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644023',no,N/A,no,Census Block Group,3:  Weekday_TuWeTh (Tu-Th),12:  HR11 (11am-12noon),3,6,N/A,517
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644023',no,N/A,no,Census Block Group,8:  Weekend_SaSu (Sa-Su),00: All Day (12am-12am),6,305,N/A,180
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644023',no,N/A,no,Census Block Group,8:  Weekend_SaSu (Sa-Su),19:  HR18 (6pm-7pm),6,13,N/A,180
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644023',no,N/A,no,Census Block Group,9:  Su (Su-Su),00: All Day (12am-12am),13,238,N/A,180
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644023',no,N/A,no,Census Block Group,9:  Su (Su-Su),19:  HR18 (6pm-7pm),13,13,N/A,180
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644024',no,N/A,no,Census Block Group,0: All Days (M-Su),00: All Day (12am-12am),19,238,N/A,1060
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644024',no,N/A,no,Census Block Group,0: All Days (M-Su),07:  HR06 (6am-7am),1,3,N/A,N/A
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644024',no,N/A,no,Census Block Group,0: All Days (M-Su),10:  HR09 (9am-10am),2,10,N/A,2440
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644024',no,N/A,no,Census Block Group,0: All Days (M-Su),14:  HR13 (1pm-2pm),3,24,N/A,756
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644024',no,N/A,no,Census Block Group,0: All Days (M-Su),15:  HR14 (2pm-3pm),3,35,N/A,930
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644024',no,N/A,no,Census Block Group,0: All Days (M-Su),17:  HR16 (4pm-5pm),3,50,N/A,1145
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644024',no,N/A,no,Census Block Group,0: All Days (M-Su),18:  HR17 (5pm-6pm),2,30,N/A,1204
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644024',no,N/A,no,Census Block Group,0: All Days (M-Su),19:  HR18 (6pm-7pm),2,15,N/A,361
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644024',no,N/A,no,Census Block Group,0: All Days (M-Su),21:  HR20 (8pm-9pm),2,4,N/A,631
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644024',no,N/A,no,Census Block Group,2:  Tu (Tu-Tu),00: All Day (12am-12am),11,132,N/A,N/A
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644024',no,N/A,no,Census Block Group,2:  Tu (Tu-Tu),07:  HR06 (6am-7am),11,11,N/A,N/A
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644024',no,N/A,no,Census Block Group,3:  Weekday_TuWeTh (Tu-Th),00: All Day (12am-12am),16,194,N/A,1255
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644024',no,N/A,no,Census Block Group,3:  Weekday_TuWeTh (Tu-Th),07:  HR06 (6am-7am),4,4,N/A,N/A
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644024',no,N/A,no,Census Block Group,3:  Weekday_TuWeTh (Tu-Th),10:  HR09 (9am-10am),5,15,N/A,2440
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644024',no,N/A,no,Census Block Group,3:  Weekday_TuWeTh (Tu-Th),15:  HR14 (2pm-3pm),3,24,N/A,964
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644024',no,N/A,no,Census Block Group,3:  Weekday_TuWeTh (Tu-Th),19:  HR18 (6pm-7pm),5,13,N/A,361
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644024',no,N/A,no,Census Block Group,4:  We (W-W),00: All Day (12am-12am),38,275,N/A,1255
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644024',no,N/A,no,Census Block Group,4:  We (W-W),10:  HR09 (9am-10am),14,35,N/A,2440
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644024',no,N/A,no,Census Block Group,4:  We (W-W),15:  HR14 (2pm-3pm),10,42,N/A,964
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644024',no,N/A,no,Census Block Group,4:  We (W-W),19:  HR18 (6pm-7pm),14,29,N/A,361
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644024',no,N/A,no,Census Block Group,6:  Fr (F-F),00: All Day (12am-12am),26,315,N/A,918
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644024',no,N/A,no,Census Block Group,6:  Fr (F-F),18:  HR17 (5pm-6pm),13,42,N/A,1204
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644024',no,N/A,no,Census Block Group,6:  Fr (F-F),21:  HR20 (8pm-9pm),13,13,N/A,631
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644024',no,N/A,no,Census Block Group,7:  Sa (Sa-Sa),00: All Day (12am-12am),37,359,N/A,1127
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644024',no,N/A,no,Census Block Group,7:  Sa (Sa-Sa),14:  HR13 (1pm-2pm),19,59,N/A,756
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644024',no,N/A,no,Census Block Group,7:  Sa (Sa-Sa),15:  HR14 (2pm-3pm),10,114,N/A,895
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644024',no,N/A,no,Census Block Group,7:  Sa (Sa-Sa),17:  HR16 (4pm-5pm),9,24,N/A,1729
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644024',no,N/A,no,Census Block Group,8:  Weekend_SaSu (Sa-Su),00: All Day (12am-12am),26,305,N/A,985
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644024',no,N/A,no,Census Block Group,8:  Weekend_SaSu (Sa-Su),14:  HR13 (1pm-2pm),10,58,N/A,756
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644024',no,N/A,no,Census Block Group,8:  Weekend_SaSu (Sa-Su),15:  HR14 (2pm-3pm),5,63,N/A,895
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644024',no,N/A,no,Census Block Group,8:  Weekend_SaSu (Sa-Su),17:  HR16 (4pm-5pm),11,30,N/A,1145
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644024',no,N/A,no,Census Block Group,9:  Su (Su-Su),00: All Day (12am-12am),13,238,N/A,561
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490439644024',no,N/A,no,Census Block Group,9:  Su (Su-Su),17:  HR16 (4pm-5pm),13,37,N/A,561
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519405011',no,N/A,no,Census Block Group,0: All Days (M-Su),00: All Day (12am-12am),14,238,N/A,2398
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519405011',no,N/A,no,Census Block Group,0: All Days (M-Su),16:  HR15 (3pm-4pm),1,30,N/A,2877
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519405011',no,N/A,no,Census Block Group,0: All Days (M-Su),17:  HR16 (4pm-5pm),2,50,N/A,N/A
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519405011',no,N/A,no,Census Block Group,0: All Days (M-Su),18:  HR17 (5pm-6pm),9,30,N/A,N/A
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519405011',no,N/A,no,Census Block Group,0: All Days (M-Su),19:  HR18 (6pm-7pm),2,15,N/A,1918
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519405011',no,N/A,no,Census Block Group,2:  Tu (Tu-Tu),00: All Day (12am-12am),17,132,N/A,N/A
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519405011',no,N/A,no,Census Block Group,2:  Tu (Tu-Tu),18:  HR17 (5pm-6pm),17,36,N/A,N/A
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519405011',no,N/A,no,Census Block Group,3:  Weekday_TuWeTh (Tu-Th),00: All Day (12am-12am),21,194,N/A,N/A
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519405011',no,N/A,no,Census Block Group,3:  Weekday_TuWeTh (Tu-Th),17:  HR16 (4pm-5pm),5,45,N/A,N/A
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519405011',no,N/A,no,Census Block Group,3:  Weekday_TuWeTh (Tu-Th),18:  HR17 (5pm-6pm),17,23,N/A,N/A
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519405011',no,N/A,no,Census Block Group,4:  We (W-W),00: All Day (12am-12am),17,275,N/A,N/A
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519405011',no,N/A,no,Census Block Group,4:  We (W-W),18:  HR17 (5pm-6pm),17,17,N/A,N/A
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519405011',no,N/A,no,Census Block Group,5:  Th (Th-Th),00: All Day (12am-12am),31,175,N/A,N/A
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519405011',no,N/A,no,Census Block Group,5:  Th (Th-Th),17:  HR16 (4pm-5pm),14,60,N/A,N/A
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519405011',no,N/A,no,Census Block Group,5:  Th (Th-Th),18:  HR17 (5pm-6pm),17,17,N/A,N/A
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519405011',no,N/A,no,Census Block Group,6:  Fr (F-F),00: All Day (12am-12am),21,315,N/A,2398
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519405011',no,N/A,no,Census Block Group,6:  Fr (F-F),16:  HR15 (3pm-4pm),8,47,N/A,2877
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519405011',no,N/A,no,Census Block Group,6:  Fr (F-F),19:  HR18 (6pm-7pm),13,13,N/A,1918
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519405011',no,N/A,no,Census Block Group,7:  Sa (Sa-Sa),00: All Day (12am-12am),13,359,N/A,N/A
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519405011',no,N/A,no,Census Block Group,7:  Sa (Sa-Sa),18:  HR17 (5pm-6pm),13,23,N/A,N/A
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519405011',no,N/A,no,Census Block Group,8:  Weekend_SaSu (Sa-Su),00: All Day (12am-12am),7,305,N/A,N/A
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519405011',no,N/A,no,Census Block Group,8:  Weekend_SaSu (Sa-Su),18:  HR17 (5pm-6pm),7,45,N/A,N/A
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519601001',no,N/A,no,Census Block Group,0: All Days (M-Su),00: All Day (12am-12am),2,238,N/A,1427
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519601001',no,N/A,no,Census Block Group,0: All Days (M-Su),15:  HR14 (2pm-3pm),2,35,N/A,1427
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519601001',no,N/A,no,Census Block Group,2:  Tu (Tu-Tu),00: All Day (12am-12am),17,132,N/A,1427
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519601001',no,N/A,no,Census Block Group,2:  Tu (Tu-Tu),15:  HR14 (2pm-3pm),17,17,N/A,1427
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519601001',no,N/A,no,Census Block Group,3:  Weekday_TuWeTh (Tu-Th),00: All Day (12am-12am),6,194,N/A,1427
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519601001',no,N/A,no,Census Block Group,3:  Weekday_TuWeTh (Tu-Th),15:  HR14 (2pm-3pm),6,24,N/A,1427
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519602011',no,N/A,no,Census Block Group,0: All Days (M-Su),00: All Day (12am-12am),2,238,N/A,1720
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519602011',no,N/A,no,Census Block Group,0: All Days (M-Su),16:  HR15 (3pm-4pm),2,30,N/A,1720
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519602011',no,N/A,no,Census Block Group,3:  Weekday_TuWeTh (Tu-Th),00: All Day (12am-12am),5,194,N/A,1720
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519602011',no,N/A,no,Census Block Group,3:  Weekday_TuWeTh (Tu-Th),16:  HR15 (3pm-4pm),5,10,N/A,1720
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519602011',no,N/A,no,Census Block Group,4:  We (W-W),00: All Day (12am-12am),14,275,N/A,1720
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519602011',no,N/A,no,Census Block Group,4:  We (W-W),16:  HR15 (3pm-4pm),14,30,N/A,1720
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519604021',no,N/A,no,Census Block Group,0: All Days (M-Su),00: All Day (12am-12am),5,238,N/A,2051
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519604021',no,N/A,no,Census Block Group,0: All Days (M-Su),17:  HR16 (4pm-5pm),2,50,N/A,1666
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519604021',no,N/A,no,Census Block Group,0: All Days (M-Su),18:  HR17 (5pm-6pm),3,30,N/A,2436
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519604021',no,N/A,no,Census Block Group,1:  Mo (M-M),00: All Day (12am-12am),16,123,N/A,1666
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519604021',no,N/A,no,Census Block Group,1:  Mo (M-M),17:  HR16 (4pm-5pm),16,37,N/A,1666
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519604021',no,N/A,no,Census Block Group,2:  Tu (Tu-Tu),00: All Day (12am-12am),20,132,N/A,2436
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519604021',no,N/A,no,Census Block Group,2:  Tu (Tu-Tu),18:  HR17 (5pm-6pm),20,36,N/A,2436
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519604021',no,N/A,no,Census Block Group,3:  Weekday_TuWeTh (Tu-Th),00: All Day (12am-12am),7,194,N/A,2436
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519604021',no,N/A,no,Census Block Group,3:  Weekday_TuWeTh (Tu-Th),18:  HR17 (5pm-6pm),7,23,N/A,2436
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519605002',no,N/A,no,Census Block Group,0: All Days (M-Su),00: All Day (12am-12am),5,238,N/A,360
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519605002',no,N/A,no,Census Block Group,0: All Days (M-Su),09:  HR08 (8am-9am),3,6,N/A,N/A
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519605002',no,N/A,no,Census Block Group,0: All Days (M-Su),16:  HR15 (3pm-4pm),2,30,N/A,360
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519605002',no,N/A,no,Census Block Group,3:  Weekday_TuWeTh (Tu-Th),00: All Day (12am-12am),7,194,N/A,N/A
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519605002',no,N/A,no,Census Block Group,3:  Weekday_TuWeTh (Tu-Th),09:  HR08 (8am-9am),7,11,N/A,N/A
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519605002',no,N/A,no,Census Block Group,5:  Th (Th-Th),00: All Day (12am-12am),20,175,N/A,N/A
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519605002',no,N/A,no,Census Block Group,5:  Th (Th-Th),09:  HR08 (8am-9am),20,20,N/A,N/A
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519605002',no,N/A,no,Census Block Group,6:  Fr (F-F),00: All Day (12am-12am),14,315,N/A,360
All Vehicles LBS Plus - StL All Vehicles Index,30,DV_Park1,no,N/A,no,Input,"",'490519605002',no,N/A,no,Census Block Group,6:  Fr (F-F),16:  HR15 (3pm-4pm),14,47,N/A,360
All Vehicles LBS Plus - StL All Vehicles Index,31,Jordanelle_Park1,no,N/A,no,Input,"",'490111254112',no,N/A,no,Census Block Group,0: All Days (M-Su),00: All Day (12am-12am),2,165,N/A,4424
All Vehicles LBS Plus - StL All Vehicles Index,31,Jordanelle_Park1,no,N/A,no,Input,"",'490111254112',no,N/A,no,Census Block Group,0: All Days (M-Su),19:  HR18 (6pm-7pm),2,20,N/A,4424
All Vehicles LBS Plus - StL All Vehicles Index,31,Jordanelle_Park1,no,N/A,no,Input,"",'490111254112',no,N/A,no,Census Block Group,7:  Sa (Sa-Sa),00: All Day (12am-12am),13,189,N/A,4424
All Vehicles LBS Plus - StL All Vehicles Index,31,Jordanelle_Park1,no,N/A,no,Input,"",'490111254112',no,N/A,no,Census Block Group,7:  Sa (Sa-Sa),19:  HR18 (6pm-7pm),13,26,N/A,4424
All Vehicles LBS Plus - StL All Vehicles Index,31,Jordanelle_Park1,no,N/A,no,Input,"",'490111254112',no,N/A,no,Census Block Group,8:  Weekend_SaSu (Sa-Su),00: All Day (12am-12am),7,202,N/A,4424
All Vehicles LBS Plus - StL All Vehicles Index,31,Jordanelle_Park1,no,N/A,no,Input,"",'490111254112',no,N/A,no,Census Block Group,8:  Weekend_SaSu (Sa-Su),19:  HR18 (6pm-7pm),7,45,N/A,4424
All Vehicles LBS Plus - StL All Vehicles Index,31,Jordanelle_Park1,no,N/A,no,Input,"",'490351006004',no,N/A,no,Census Block Group,0: All Days (M-Su),00: All Day (12am-12am),3,165,N/A,3988
All Vehicles LBS Plus - StL All Vehicles Index,31,Jordanelle_Park1,no,N/A,no,Input,"",'490351006004',no,N/A,no,Census Block Group,0: All Days (M-Su),19:  HR18 (6pm-7pm),3,20,N/A,3988
All Vehicles LBS Plus - StL All Vehicles Index,31,Jordanelle_Park1,no,N/A,no,Input,"",'490351006004',no,N/A,no,Census Block Group,6:  Fr (F-F),00: All Day (12am-12am),16,171,N/A,3988
